Transaction_ID,Transaction_Amount,Transaction_Date,Transaction_Time,Payment_Method,Device_Used,IP_Address,Is_Fraudulent,Product_Id,Customer ID
0a5ba20d-69d5-4ff7-bb88-50f6d402dabe,31.08,2017-01-20,13:18:27,PayPal,tablet,78.50.82.205,1,13301,132
4fef0df1-e9d7-41b8-b4ca-88f60632b729,141.89,2029-03-20,04:57:16,debit card,mobile,206.94.162.125,0,13401,133
636856f2-8760-4f7a-a0d9-3176d3326c18,355.32,2018-01-20,20:26:43,debit card,desktop,15.50.77.94,0,13501,134
8e3efc28-4aa3-4df8-85f2-c5acea728490,16.05,2017-03-20,01:27:50,credit card,mobile,116.65.177.140,0,13601,135
5433bc54-bd96-47c6-b9fa-c5e677155c9b,112.27,2004-03-20,00:33:27,credit card,desktop,194.90.197.59,0,13701,136
247de335-896b-4171-960e-fdb0e92524c4,56.33,2004-02-20,07:53:00,bank transfer,desktop,118.118.247.178,0,13801,137
d9726a32-b097-48dd-9803-37ee6d1b8201,183.16,2006-03-20,08:31:04,PayPal,mobile,27.246.31.121,0,13901,138
2a62cfca-59f6-476b-bae3-e01cf013915d,295.28,2012-03-20,07:28:28,bank transfer,mobile,106.33.166.228,0,14001,139
aa4c8ef8-1e0a-4657-92fd-659a1c22253c,71.57,2017-02-20,21:28:09,bank transfer,tablet,90.75.141.52,0,14101,140
ed9801c8-fabb-4fc0-ba19-e0a7df267adf,264.31,2016-02-20,20:34:07,PayPal,desktop,70.111.19.233,0,14201,141
08a0992e-eda9-4d68-a733-622f3a5c3eb8,152.78,2029-01-20,23:11:40,debit card,tablet,80.151.70.179,0,14301,142
fec2c684-e355-4832-9e6d-84ddac57d104,244.2,2022-01-20,00:52:01,debit card,mobile,176.246.24.132,0,14401,143
53740e77-0a7a-4dcd-82a2-e82ddfe774a6,404.27,2020-01-20,03:22:35,credit card,mobile,138.253.244.35,0,14501,144
c217760b-a18e-4963-b079-a4f08afbc930,43.96,2019-02-20,22:57:27,debit card,mobile,179.59.183.205,0,14601,145
48bb3bd2-c616-4071-973a-270a829f19a7,87.36,2021-02-20,13:41:02,PayPal,tablet,136.225.140.174,0,14701,146
c1681a49-698d-4ff4-a445-c4f1aa13b9f5,96.07,2015-03-20,07:50:40,PayPal,desktop,42.205.203.181,0,14801,147
35195f37-170f-4ae5-ad99-092744672112,361.22,2024-03-20,15:53:36,debit card,tablet,213.204.202.116,0,14901,148
e9bc401d-d408-4ad4-b9a3-5d217f4ddea4,86.51,2025-01-20,19:12:01,debit card,mobile,94.208.203.43,0,15001,149
ffc2d68a-5717-465e-9c54-1e794f62e21b,686.48,2010-03-20,09:30:42,debit card,mobile,66.10.168.104,0,15101,150
961b63c1-4b20-4513-b09d-7c5bedf12368,115.91,2019-01-20,08:58:42,PayPal,tablet,150.248.51.26,0,15201,151
d4539b2d-2b55-4b42-b8cd-cd5a6603b486,268.3,2025-03-20,08:49:36,credit card,desktop,205.79.162.144,0,15301,152
286788e3-94bc-4d13-9e64-a20441c30cf9,65.03,2025-02-20,00:47:09,debit card,mobile,3.68.182.201,0,15401,153
ccc482ec-51bd-45bd-9499-fa8946ceab15,22.93,2029-01-20,20:04:26,credit card,desktop,42.203.164.128,0,15501,154
147607a9-e7cc-4050-9c0a-8cb798e8f4af,556.02,1930-03-20,12:21:37,credit card,tablet,111.198.106.134,0,15601,155
d4d59c86-4003-45e5-9c0d-56d9e0a81015,51.05,2005-02-20,18:09:11,PayPal,desktop,156.230.136.99,0,15701,156
6a57a850-189a-4d96-b86b-5c6005d5f2c7,10.59,2011-01-20,03:02:57,debit card,tablet,130.33.173.82,0,15801,157
7b653e0f-2b4c-4772-992c-282ce0bf1f26,847.22,2014-02-20,12:16:11,bank transfer,mobile,185.146.150.184,0,15901,158
001588cf-5c96-45ac-8bc7-29c064a06d33,56.83,2028-01-20,15:36:10,debit card,tablet,134.165.126.136,0,16001,159
65e598b8-20fe-40f9-84b4-2525e5d90035,542.49,2024-03-20,22:29:22,PayPal,tablet,29.113.189.158,0,16101,160
f66e9461-c7a6-44e0-a515-a5e4a85f63fa,31.21,2018-02-20,13:22:46,credit card,mobile,123.170.189.67,0,16201,161
329033cc-f09c-40bd-92ed-12f007f7029c,105.36,2020-02-20,18:44:08,debit card,desktop,92.104.110.215,0,16301,162
a5a6b31e-d7db-4e7e-9446-ab02ad883c2b,46.76,2004-01-20,12:27:16,PayPal,mobile,23.59.10.240,0,16401,163
d5afbace-4eb1-405f-9993-8ea07b95decc,133.05,1931-01-20,14:31:23,PayPal,mobile,152.24.166.58,0,16501,164
1ac39f8c-b3b4-4dc5-8df0-bd57f609663d,106.72,2017-02-20,04:00:28,credit card,mobile,223.133.208.242,0,16601,165
33693a01-961c-47b1-b3c1-3b78dff29c14,44.04,2028-03-20,14:20:46,debit card,tablet,196.206.106.186,0,16701,166
e116e5e2-2b9c-4ed1-befc-bdbfde4f533e,32.15,2021-02-20,21:52:54,debit card,mobile,102.183.199.225,0,16801,167
0445dad3-bc7b-4d94-b3d0-299a9095ed23,839.3,2019-03-20,17:10:23,bank transfer,mobile,65.77.31.204,1,16901,168
08b61420-a883-4f93-9d21-afb299038d2e,63.15,2003-02-20,02:39:01,credit card,desktop,158.169.135.20,0,17001,169
50dede81-f811-427d-b4a3-232e47565d39,323.24,2029-02-20,04:08:51,credit card,tablet,164.143.81.49,0,17101,170
57c6bf34-a7ab-4e0b-8bb6-0d16c94804f4,150.28,1931-01-20,09:08:48,credit card,desktop,117.189.96.77,0,17201,171
20ade4ba-583f-4280-9308-663caa668c3a,159.28,2009-03-20,02:45:40,debit card,tablet,12.202.94.233,0,17301,172
af659543-5f30-462e-8d05-7734a610191a,1161.64,2014-02-20,14:16:32,debit card,mobile,197.148.88.121,0,17401,173
ba63eb43-bdf9-4a68-8872-2aad2ce9de12,1213.67,2005-02-20,07:35:36,credit card,desktop,13.72.40.114,0,17501,174
0599cc6f-a589-4efb-9a9d-96d0a2d37367,187.94,2004-03-20,09:41:20,credit card,desktop,3.224.70.193,0,17601,175
9f6847cf-b6aa-4224-ba44-9cd204f55d95,11.41,2003-01-20,20:35:39,PayPal,tablet,160.136.143.166,0,17701,176
ac66b416-47a2-4788-b5d6-9f06adce2348,94.46,2005-03-20,01:40:08,debit card,tablet,182.133.58.4,0,17801,177
ecb35870-c7dc-4647-a8aa-7dd2488be329,11.84,2008-01-20,15:18:49,PayPal,desktop,116.33.62.5,0,17901,178
12bf85d4-b844-4c41-b335-5604454a3b14,506.36,2009-02-20,20:55:17,debit card,mobile,66.170.239.81,0,18001,179
d446a0dc-f691-4222-a1bd-34c3361bce9d,211.68,2019-03-20,10:02:17,credit card,mobile,65.218.194.159,0,18101,180
5103641f-e01f-48cf-a592-43781c08261d,251.05,2023-03-20,22:59:08,credit card,tablet,25.176.170.209,0,18201,181
de553ceb-ec58-42db-9ade-741ae448ae3a,171.68,2006-01-20,01:22:35,bank transfer,tablet,188.213.142.104,0,18301,182
3b57a59c-7fb0-423d-9894-b2ed129ff712,530.29,2018-03-20,01:14:32,PayPal,mobile,176.27.26.35,0,18401,183
3902ee33-2d2e-43bf-a24f-148bff0a016d,17.91,1930-01-20,01:09:57,credit card,tablet,141.36.84.174,0,18501,184
cb180914-6aeb-4d48-b65f-07f208ceddad,379,2010-01-20,20:08:38,debit card,desktop,211.189.218.190,1,18601,185
a35776e1-47d9-4c46-bfa5-ecd02f488518,19.25,2011-02-20,16:54:12,bank transfer,mobile,126.224.150.175,0,18701,186
8e864935-a205-490d-b193-341d8e90a1b0,104.07,2007-01-20,15:41:53,PayPal,tablet,195.31.145.184,0,18801,187
9759be63-925f-4a74-98ee-e810d77e7c96,382,2024-02-20,15:45:44,credit card,desktop,22.52.24.70,0,18901,188
c0f46083-6681-4ada-9c14-6b1230787a0f,216.17,2015-03-20,11:32:46,credit card,tablet,145.63.154.89,0,19001,189
913952b7-b318-4a4b-9939-9428c7307e9e,189.53,2028-02-20,00:01:55,bank transfer,desktop,49.140.32.35,0,19101,190
9e688a54-0335-43eb-bb24-8a72e05c8676,26.84,2022-03-20,03:27:54,bank transfer,tablet,104.222.195.52,0,19201,191
3fda2da7-5cfd-4084-b727-6430229978a7,46.26,2006-01-20,10:28:06,credit card,tablet,213.226.163.230,1,19301,192
fb23e98a-84d3-4234-8f97-f25664f4f072,119.02,2010-03-20,16:26:04,PayPal,mobile,44.228.41.78,0,19401,193
b443bbc9-d766-43f0-8ed9-46cb60ff9e00,174.78,2022-02-20,08:15:29,bank transfer,mobile,172.75.17.226,0,19501,194
55a9d0ba-aa5f-4af2-b248-b512c04d4c0e,122.84,2027-02-20,12:07:47,debit card,desktop,23.24.185.173,0,19601,195
f7835648-71e0-4ccb-b4db-4f953b1c650c,145.91,2020-03-20,06:07:53,credit card,desktop,53.197.56.198,0,19701,196
1beef3a0-0b29-4295-be1f-a585a7cb68fd,147.55,2006-02-20,12:52:33,bank transfer,desktop,118.63.161.58,0,19801,197
cbb1ec3d-ceb5-44fe-9cf0-43aa3eec62c7,46.19,2023-01-20,11:49:32,PayPal,tablet,206.249.33.26,0,19901,198
9dce1e05-d717-4dff-8151-e300dba62cff,147.29,2013-02-20,19:02:01,debit card,tablet,183.160.14.147,0,20001,199
8c6df6b1-0539-4cb3-a13e-3efb5a44041c,34.72,2024-03-20,03:37:08,credit card,mobile,131.71.249.102,0,20101,200
cb4cce6b-08e2-409d-a9d7-db77b556b7eb,51.71,2029-03-20,15:27:57,credit card,mobile,161.158.198.37,0,20201,201
660688c9-3f69-43b9-a196-7b9b6eebfe5e,71.16,2020-01-20,16:12:18,bank transfer,tablet,109.109.143.73,0,20301,202
9daf24bf-9284-4702-88f1-2e3f758595e7,703.19,2019-03-20,14:27:35,bank transfer,mobile,115.21.199.182,0,20401,203
4b383695-788c-440b-9540-d5327a7b83b8,460.35,2001-04-20,04:26:08,credit card,tablet,75.233.39.194,0,20501,204
6bfe72ad-0832-437f-b70a-cada2cb88591,77.78,2008-02-20,04:59:08,debit card,tablet,70.179.125.50,0,20601,205
652eccc9-5606-4bfa-b134-33604eab89df,116.96,2012-03-20,18:22:43,debit card,tablet,167.93.7.102,0,20701,206
4df50d7d-48ce-4494-8f79-2573f86e3caa,894,2014-02-20,06:06:27,credit card,desktop,28.124.60.192,0,20801,207
bf1ad54a-5bd1-41ba-aab5-2ede5d0d799d,868.43,2012-02-20,04:11:06,PayPal,tablet,108.78.28.150,0,20901,208
6b8af33b-b9fd-4142-8dc8-21fc34f2cf44,104.25,2025-03-20,22:31:07,credit card,desktop,194.255.211.186,0,21001,209
9e36d3af-422b-4784-8c0e-9a19a2de7898,26.11,1930-03-20,17:24:10,debit card,desktop,9.64.249.149,0,21101,210
dbcf8336-e8f8-4214-859f-ab7464e719d9,86.48,2022-02-20,02:04:13,bank transfer,tablet,43.15.11.142,0,21201,211
4c85b673-eea0-43c4-a6cb-ec4715d7b677,73.3,2023-02-20,22:59:01,credit card,mobile,77.50.41.160,0,21301,212
b8a6c551-2fd1-438b-b960-29cc51205d8f,187.37,1930-03-20,01:17:31,PayPal,mobile,211.53.39.254,0,21401,213
e6ae6529-948f-4c21-b114-f836f5cbee94,77.83,2007-01-20,22:37:09,PayPal,desktop,53.52.247.199,0,21501,214
13dd0ce0-a201-4685-95b6-e28ece0f9f8f,14.34,2023-02-20,22:45:53,credit card,tablet,28.74.187.170,0,21601,215
c00e405a-c16c-401e-8ec4-222821300d9d,385.8,2020-02-20,16:01:53,debit card,mobile,166.229.97.42,0,21701,216
08b45a8e-b545-45d8-89ef-0599e5fbc069,186.28,2028-02-20,19:44:39,credit card,tablet,190.83.210.73,0,21801,217
4a2bbfa3-877f-4bd0-a825-a8222bbf5a2e,34.24,2024-01-20,09:50:05,bank transfer,mobile,181.224.183.69,0,21901,218
e69a48c5-eef8-4de1-bc06-c6d7f23f8c95,147.66,2025-02-20,00:39:55,debit card,mobile,198.235.70.78,0,22001,219
92576bfb-1b16-4bd5-8fb0-e46e31c03c7e,258.95,2018-02-20,11:26:09,credit card,desktop,212.238.194.221,0,22101,220
da0a7b0d-accf-4ff2-a9cf-f4015b59f18a,119.62,2018-02-20,03:17:03,bank transfer,tablet,188.218.60.32,0,22201,221
30ef7f64-275f-49df-97b2-f2eab7c31ffb,706.2,2012-02-20,21:09:40,credit card,desktop,35.67.33.52,0,22301,222
d766624f-8f66-468a-97af-481fe79ae2a6,130.44,2029-02-20,01:08:43,credit card,tablet,57.41.126.196,0,22401,223
fb1c1e73-4716-4098-b6b4-abee766ccfbe,123.77,2025-03-20,15:50:54,debit card,desktop,71.240.191.31,0,22501,224
786da9ef-0d9b-497e-b5a9-0ee4e4af0e14,36.31,2023-01-20,16:39:11,credit card,tablet,18.84.29.231,0,22601,225
8e81b36e-9d2d-456e-9508-bf9acf1b6a7a,478.72,2019-01-20,18:17:29,credit card,mobile,86.252.252.207,0,22701,226
eddfc3f2-7a60-452e-bd19-21f4d831d6ba,109.55,2017-03-20,04:42:55,debit card,tablet,19.27.69.135,0,22801,227
add76b9e-ae66-4624-a97f-fdc049614926,36.14,2003-03-20,14:49:52,bank transfer,mobile,108.142.52.122,0,22901,228
fe6c9485-a94c-43f7-88fa-61161c75f731,52.55,2027-01-20,20:57:22,credit card,tablet,50.5.194.148,0,23001,229
c97c6d9f-e7df-4472-bf58-178d3f37b4c9,375.25,2018-01-20,01:21:13,bank transfer,tablet,46.73.189.184,0,23101,230
f79c655d-18e0-41f8-8aec-a3fd4b30ff0a,493.39,2022-03-20,09:49:34,PayPal,mobile,197.14.188.243,0,23201,231
3840df25-0c37-491f-9276-6c7e2e2f49f0,40.42,2016-03-20,14:03:53,bank transfer,mobile,179.46.122.98,0,23301,232
bbad91f5-4522-40c2-9ee1-6361887a1723,12.39,2001-03-20,01:12:10,debit card,desktop,157.222.228.114,0,23401,233
aadb4336-6be4-4441-a7d2-397048466bfc,31.97,2019-02-20,21:38:54,credit card,tablet,220.17.141.9,0,23501,234
f430dfa3-2f82-4e67-b527-c9280b6afe87,158.77,2006-02-20,02:06:15,bank transfer,desktop,150.171.219.82,0,23601,235
0764a5a1-0a61-4a7f-8805-f0a71dc0da28,70.88,2021-03-20,07:21:50,credit card,desktop,196.86.54.171,0,23701,236
b8a2decb-575e-43ff-b30f-2d45554bdef6,201.85,2016-02-20,23:52:17,credit card,mobile,176.203.246.155,0,23801,237
2bc9663e-717a-4651-af39-d6bfd2177bc1,525.74,2004-03-20,21:37:10,PayPal,desktop,159.33.60.159,0,23901,238
df84765e-5110-45e5-a277-0114872c8f11,181.91,2006-03-20,09:06:49,credit card,tablet,179.69.29.67,0,24001,239
0e574e16-d285-4141-9455-bbbe6b7f8f76,136.27,2016-01-20,12:27:36,credit card,mobile,83.137.148.168,0,24101,240
56b6e0c5-18eb-41d1-accc-602731c11de1,26.09,2009-02-20,10:41:27,debit card,tablet,222.60.117.151,0,24201,241
ed3ee0fa-bf62-4792-a1e7-6c3f454f6fe4,696.33,2026-02-20,10:37:04,PayPal,tablet,85.126.242.76,0,24301,242
c8400a91-cae4-49ec-a292-ae432149277b,109.26,2029-03-20,12:19:40,credit card,desktop,92.192.159.40,0,24401,243
62407bab-c37c-4f01-9335-b040875f4d2a,444.45,2027-01-20,20:17:33,PayPal,mobile,207.245.198.231,0,24501,244
1d4d0d14-6798-47a9-a3fe-91a569e5af64,104.05,2021-03-20,17:41:42,debit card,desktop,146.220.170.171,0,24601,245
4f8de1e6-7b94-4e5e-8a17-3424f89a387a,124.41,2007-02-20,02:12:32,PayPal,mobile,138.34.253.9,0,24701,246
62035d56-f599-4c0b-9384-3ed1d4d7b087,17.07,2026-02-20,08:13:33,bank transfer,mobile,92.45.76.152,0,24801,247
8d458213-3060-4c7c-b63f-0ea935b218f9,378.93,2022-01-20,16:52:54,PayPal,mobile,25.225.39.31,0,24901,248
edf09a98-8979-487b-85c5-c19caaa8f530,673.88,2016-02-20,00:00:51,debit card,mobile,15.80.83.117,0,25001,249
d40c5d6a-c221-4502-aa04-e3a57f45285a,49.46,2008-02-20,18:21:33,credit card,desktop,105.20.145.94,0,25101,250
f4a8516b-887c-41a3-8ff0-4a0f39dc7d37,200.86,2003-03-20,02:16:23,credit card,desktop,29.220.121.31,0,25201,251
7ad815d0-e81d-4016-950e-82bd9dbc9c3c,333.4,2008-03-20,21:15:48,PayPal,tablet,137.249.93.82,0,25301,252
e39395a3-6d55-4ffa-af1a-ca4fa0e7d97b,640.61,2028-01-20,12:50:26,debit card,mobile,210.87.28.26,0,25401,253
bac3b6af-3f6e-4457-be9f-3668c29664e3,198.7,2025-02-20,19:28:44,PayPal,mobile,176.238.142.208,0,25501,254
8740adae-0204-4125-bcd4-c1a0f324db10,460.49,2029-02-20,07:45:30,debit card,tablet,114.102.84.79,0,25601,255
7a096842-c14d-4113-9d43-d2a5e09a3485,182.1,2012-03-20,07:51:31,credit card,mobile,125.113.48.76,0,25701,256
bfa48c0d-8e45-4ebf-947c-71f515724f7f,120.19,2017-01-20,10:33:16,bank transfer,desktop,212.123.150.97,0,25801,257
9dd4869f-9849-47ed-aaa0-332fad018a8c,42.06,2023-03-20,12:41:51,PayPal,tablet,175.108.129.54,0,25901,258
6feabac1-3379-4702-b3f5-ede5fdbd844b,265.95,2024-03-20,21:54:40,bank transfer,tablet,192.26.161.31,0,26001,259
d5874431-acf6-4e63-8df1-fcecbb75384d,81.85,2021-01-20,06:39:47,credit card,tablet,93.12.0.42,0,26101,260
b6c2af12-253f-47ab-909e-a537d04e2592,69.67,2008-03-20,02:44:25,credit card,mobile,23.223.207.22,0,26201,261
50e86dc3-571b-4710-ad21-b983de149502,451.79,2002-04-20,10:58:27,credit card,mobile,27.52.236.228,0,26301,262
8c65beb2-f2d0-46ea-bf5c-cac04b0e6eb2,166.47,2010-03-20,18:53:33,bank transfer,desktop,61.5.127.235,0,26401,263
c2416e98-ac7f-4dec-b282-bfa409cac103,715.28,2012-03-20,21:30:06,credit card,desktop,87.98.167.231,0,26501,264
29d85fc4-1f09-4ab7-838e-d798cd413d03,66.89,2001-03-20,07:42:25,credit card,tablet,111.61.128.106,0,26601,265
6a258d6f-2738-4db0-b905-ca25f5a28387,74.68,2028-03-20,11:59:10,PayPal,tablet,2.21.90.122,0,26701,266
71928412-e8cb-4f8c-a4d6-801703a8b68b,96.27,2001-01-20,19:15:32,credit card,desktop,216.160.146.181,0,26801,267
185bac49-94c6-43c0-a9c9-a5a710efbbd1,157.1,2021-02-20,20:18:17,PayPal,desktop,13.131.100.58,0,26901,268
e76e1328-06a2-4908-a942-91ab4d318fa3,303.07,2029-02-20,10:13:41,debit card,mobile,21.184.152.54,0,27001,269
5242123b-c9e5-4198-84aa-64675dbd30c7,71.98,2016-02-20,13:58:08,bank transfer,desktop,138.189.188.82,0,27101,270
e7a6d68c-abbc-4661-b3fd-f70b9d2215ac,214.71,2020-03-20,00:12:56,PayPal,desktop,206.163.151.107,0,27201,271
5766ae23-899a-45c3-87d7-2d4577e1f2c1,134.73,2014-02-20,14:08:21,bank transfer,desktop,74.174.105.142,0,27301,272
124da4fa-6c94-4cdb-90b5-93ef50dc2109,83.1,2022-01-20,20:15:29,credit card,tablet,172.6.162.57,0,27401,273
5e9f936a-cb65-4c5d-b1a4-fc5f704cdd8b,170.67,2023-01-20,03:40:22,bank transfer,tablet,63.125.226.219,0,27501,274
2b163608-f0aa-4186-9cf0-9929deffb135,199.65,2002-01-20,21:08:21,debit card,desktop,80.20.224.21,0,27601,275
5ebdac6f-100f-4bc4-b2ad-1ff85c5b3810,92.24,2029-01-20,01:17:10,credit card,desktop,211.217.169.226,0,27701,276
41832d98-1738-494a-8a81-29a33c8e3d6a,329.44,2017-02-20,22:57:28,PayPal,tablet,19.243.24.189,0,27801,277
0cd8d53c-251f-4136-940c-2a87687d14f5,1118.63,2003-04-20,01:52:51,debit card,tablet,152.214.163.223,0,27901,278
0e31c433-5dcc-46d8-a7da-b3dfb7e7e74a,379.43,2024-01-20,14:49:15,PayPal,tablet,163.233.133.53,0,28001,279
b1f6603a-3785-4aac-bbd5-c61cfc91c119,196.72,2023-02-20,03:45:08,bank transfer,desktop,169.125.85.91,0,28101,280
8a630b5f-5899-430b-95ca-bb66798c6f54,154.21,2021-01-20,02:34:39,debit card,mobile,61.28.43.71,0,28201,281
58d099d5-8709-4658-a285-971a7e88fcc1,285.87,2018-01-20,00:32:06,credit card,tablet,125.44.70.84,0,28301,282
21e61cd6-c04d-4313-baab-cef7ca06a464,487.43,2012-02-20,14:40:33,PayPal,mobile,57.56.100.139,0,28401,283
3c3ab2bf-d4c5-405f-9221-abeaa9879050,64.53,2017-02-20,14:56:49,debit card,desktop,196.199.123.24,0,28501,284
ad8c4bf2-6a78-487b-86fc-9ebd7c65e254,139.67,2003-01-20,01:09:22,PayPal,mobile,128.60.214.23,0,28601,285
ec032e7b-f1d6-48d4-a61c-511b202f08d8,24.98,2018-03-20,09:07:21,bank transfer,mobile,193.99.15.85,0,28701,286
9b66b9dd-997f-4550-ba5c-239e5784b7ab,22.42,2011-01-20,00:57:30,PayPal,tablet,137.199.10.23,0,28801,287
5081f574-f733-432a-8a89-049f1065689e,66.87,2003-02-20,12:44:52,PayPal,tablet,75.88.199.127,0,28901,288
2a71faf6-4a6c-4d5b-b561-fb77acfd58ff,162.36,2021-01-20,09:43:40,debit card,desktop,175.201.137.136,0,29001,289
38ca6df3-a7c1-4057-9d2e-3609fbbfcc2a,596.58,2010-02-20,07:57:10,credit card,tablet,201.78.28.131,0,29101,290
5ad75336-170f-4a8f-b337-9ee872dc08c6,2038,1930-01-20,17:40:15,credit card,mobile,54.172.17.233,1,29201,291
e23b13f8-8b86-4b5b-9850-20d443d486a2,26.45,2012-02-20,20:10:22,credit card,mobile,170.240.89.181,0,29301,292
b52cabeb-ebf5-4329-a3eb-9b1676bb0df3,259.68,2001-04-20,10:55:46,PayPal,desktop,29.46.141.177,0,29401,293
ceafadc8-a6df-40f3-907b-7a21b3d23ac0,314.75,2012-02-20,05:40:47,PayPal,desktop,217.36.161.207,0,29501,294
f3a572fb-f479-4acd-8c4f-da72d3e2702e,508.57,2004-02-20,03:33:51,bank transfer,mobile,158.208.137.224,0,29601,295
673b54fa-b4ad-4b08-aa56-b3dff03e3e7e,72.09,2023-02-20,16:40:55,debit card,desktop,100.148.248.98,0,29701,296
8649af83-d0ae-4361-bb23-52b6de8e7124,187.87,2003-01-20,06:45:56,debit card,tablet,203.31.42.164,0,29801,297
a08cbd5b-7fbc-4333-9e88-d0d2d0c0cb79,62.93,2004-03-20,07:54:04,PayPal,tablet,142.40.123.123,0,29901,298
4e2be07c-59dc-4929-be53-47b316c07146,463.35,2023-01-20,05:22:54,credit card,tablet,33.197.200.157,0,30001,299
10aee7e0-d1ff-4be8-88d2-1ac3f771f3f5,66.93,2007-03-20,01:27:34,PayPal,mobile,63.108.158.201,0,30101,300
dd7e3918-06c9-42b2-8f1d-9b0e19d600e6,28.86,2021-02-20,16:19:08,bank transfer,tablet,109.229.109.6,0,30201,301
3b1b8575-9243-4505-86f0-b8331ef34d00,234.73,2003-01-20,20:26:20,bank transfer,mobile,129.176.195.216,1,30301,302
778e1ced-dd02-4fdb-a199-8be6768fc6f2,211.52,2027-03-20,03:07:06,bank transfer,desktop,188.247.180.78,0,30401,303
